"Number pokemon 1","Attack pokemon 1","Defense pokemon 1","Generation pokemon 1","HP pokemon 1","Legendary pokemon 1","Name pokemon 1","Sp. Atk pokemon 1","Sp. Def pokemon 1","Speed pokemon 1","Type 1 pokemon 1","Type 2 pokemon 1","Number pokemon 2","Winning pokemon"
717,128,90,5,100,False,"Meloetta Pirouette Forme",77,77,128,Normal,Fighting,324,717
488,25,45,4,20,False,"Mime Jr.",70,90,60,Psychic,Fairy,30,30
271,130,90,2,106,True,Ho-oh,110,154,90,Fire,Flying,615,271
627,108,133,5,74,False,Carracosta,83,65,32,Water,Rock,72,627
64,70,45,1,55,False,Growlithe,70,50,60,Fire,,517,64
325,45,45,3,50,False,Skitty,35,35,50,Normal,,249,249
214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,746,214
371,95,85,3,70,False,Solrock,55,65,70,Rock,Psychic,267,371
209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,411,209
703,115,70,5,79,True,"Tornadus Incarnate Forme",125,80,111,Flying,,333,703
123,55,115,1,65,False,Tangela,100,40,60,Grass,,494,494
763,53,62,6,50,False,Clauncher,58,63,44,Water,,172,172
719,61,65,6,56,False,Chespin,48,45,38,Grass,,246,246
725,56,40,6,41,False,Froakie,62,44,71,Water,,24,24
658,77,60,5,70,False,Galvantula,97,60,108,Bug,Electric,240,240
317,90,45,3,1,False,Shedinja,30,30,40,Bug,Ghost,209,209
266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,279,279
303,50,100,3,60,False,Pelipper,85,70,65,Water,Flying,294,303
646,95,85,5,71,False,Vanilluxe,110,95,79,Ice,,226,646
716,77,77,5,100,False,"Meloetta Aria Forme",128,128,90,Normal,Psychic,339,339
201,100,115,2,70,False,Sudowoodo,30,65,30,Rock,,233,233
676,110,80,5,95,False,Beartic,70,80,50,Ice,,311,311
119,90,120,1,65,False,Weezing,85,70,60,Poison,,239,119
512,132,105,4,90,False,"Mega Abomasnow",132,105,30,Grass,Ice,748,512
600,125,75,5,75,False,Sawk,30,75,85,Fighting,,421,421
240,100,80,2,100,False,Piloswine,60,60,50,Ice,Ground,787,787
81,80,100,1,40,False,Geodude,30,30,20,Rock,Ground,578,578
206,70,55,2,55,False,Aipom,40,55,85,Normal,,600,600
391,68,83,3,99,False,Tropius,72,87,51,Grass,Flying,534,534
608,67,85,5,60,False,Whimsicott,77,75,116,Grass,Fairy,403,608
57,80,50,1,35,False,Dugtrio,50,70,120,Ground,,578,57
455,165,60,4,97,False,Rampardos,65,50,58,Rock,,358,358
195,55,55,2,70,False,Flaaffy,80,60,45,Electric,,47,47
361,70,50,3,50,False,Vibrava,50,50,70,Ground,Dragon,250,250
120,85,95,1,80,False,Rhyhorn,30,30,25,Ground,Rock,353,353
562,75,60,5,75,False,Dewott,83,60,60,Water,,19,19
545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,607,607
708,150,120,5,100,True,Zekrom,120,100,90,Dragon,Electric,601,708
737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,562,737
638,55,95,5,70,False,Gothitelle,95,110,65,Psychic,,495,495
787,95,122,6,75,False,"Gourgeist Large Size",58,75,69,Ghost,Grass,344,344
71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,704,704
608,67,85,5,60,False,Whimsicott,77,75,116,Grass,Fairy,93,608
146,65,60,1,130,False,Vaporeon,110,95,65,Water,,488,146
69,20,15,1,25,False,Abra,105,55,90,Psychic,,425,425
503,90,110,4,70,False,Drapion,60,75,95,Poison,Dark,275,275
534,65,107,4,50,False,"Wash Rotom",105,107,86,Electric,Water,88,534
447,25,41,4,37,False,Kricketot,25,41,25,Bug,,523,523
611,92,65,5,70,False,Basculin,80,55,98,Water,,687,611
132,45,65,1,40,False,"Mr. Mime",100,120,90,Psychic,Fairy,496,496
663,100,115,5,60,False,Klinklang,70,85,90,Steel,,343,663
766,55,52,6,62,False,Heliolisk,109,94,109,Electric,Normal,438,766
645,65,65,5,51,False,Vanillish,80,75,59,Ice,,426,426
277,60,40,3,45,False,Torchic,70,50,45,Fire,,471,277
200,50,80,2,100,False,Azumarill,60,80,50,Water,Fairy,229,229
446,85,60,4,79,False,Bibarel,55,60,71,Normal,Water,601,446
645,65,65,5,51,False,Vanillish,80,75,59,Ice,,348,348
36,62,67,1,70,False,Nidorina,55,55,56,Poison,,58,58
202,75,75,2,90,False,Politoed,90,100,70,Water,,417,202
229,130,100,2,70,False,Scizor,55,80,65,Bug,Steel,115,115
438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,372,438
302,30,30,3,40,False,Wingull,55,30,85,Water,Flying,212,212
421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,231,421
703,115,70,5,79,True,"Tornadus Incarnate Forme",125,80,111,Flying,,200,703
424,150,140,3,100,True,Groudon,100,90,90,Ground,,300,424
474,80,44,4,150,False,Drifblim,90,54,80,Ghost,Flying,568,568
758,92,88,6,86,False,Malamar,68,75,73,Dark,Psychic,116,116
215,75,80,2,95,False,Slowking,100,110,30,Water,Psychic,169,169
265,75,115,2,100,True,Suicune,90,115,85,Water,,577,265
31,55,40,1,35,False,Pikachu,50,50,90,Electric,,774,31
500,72,78,4,68,False,Hippopotas,38,42,32,Ground,,228,228
571,53,48,5,50,False,Pansage,53,48,64,Grass,,238,571
307,85,65,3,68,False,"Mega Gardevoir",165,135,100,Psychic,Fairy,606,606
96,80,50,1,80,False,Grimer,40,50,25,Poison,,501,501
580,77,62,5,62,False,Tranquill,50,42,65,Normal,Flying,470,580
327,75,75,3,50,False,Sableye,65,65,50,Dark,Ghost,116,116
150,40,100,1,35,False,Omanyte,90,55,35,Rock,Water,49,150
744,124,78,6,95,False,Pangoro,69,71,58,Fighting,Dark,762,744
512,132,105,4,90,False,"Mega Abomasnow",132,105,30,Grass,Ice,600,600
712,170,100,5,125,True,"Kyurem Black Kyurem",120,90,95,Dragon,Ice,93,93
767,89,77,6,58,False,Tyrunt,45,45,48,Rock,Dragon,636,767
511,92,75,4,90,False,Abomasnow,92,85,60,Grass,Ice,8,8
503,90,110,4,70,False,Drapion,60,75,95,Poison,Dark,97,503
105,48,45,1,60,False,Drowzee,43,90,42,Psychic,,728,728
682,125,60,5,65,False,Mienshao,95,60,105,Fighting,,186,682
51,80,85,1,75,False,Vileplume,110,90,50,Grass,Poison,313,313
193,75,70,2,65,False,Xatu,95,70,95,Psychic,Flying,145,193
323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,317,317
470,48,48,4,76,False,Shellos,57,62,34,Water,,171,171
331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,335,335
280,160,80,3,80,False,"Mega Blaziken",130,80,100,Fire,Fighting,412,280
785,90,122,6,65,False,"Gourgeist Average Size",58,75,84,Ghost,Grass,188,785
677,50,30,5,70,False,Cryogonal,95,135,105,Ice,,310,677
213,65,110,2,95,False,Umbreon,60,130,65,Dark,,219,219
255,20,35,2,55,False,Smeargle,20,45,75,Normal,,431,431
24,80,80,1,83,False,"Mega Pidgeot",135,80,121,Normal,Flying,17,24
255,20,35,2,55,False,Smeargle,20,45,75,Normal,,284,255
669,30,55,5,50,False,Litwick,65,55,20,Ghost,Fire,480,480
460,79,105,4,60,False,"Wormadam Sandy Cloak",59,85,36,Bug,Ground,772,772
526,80,70,4,85,False,Porygon-Z,135,75,90,Normal,,289,526
293,50,70,3,60,False,Dustox,50,90,65,Bug,Poison,84,84
734,22,60,6,45,False,Spewpa,27,30,29,Bug,,446,446
29,60,44,1,35,False,Ekans,40,54,55,Poison,,756,756
506,100,72,4,74,False,Carnivine,90,72,46,Grass,,253,253
163,110,90,1,106,True,Mewtwo,154,90,130,Psychic,,95,163
584,75,85,5,55,False,Roggenrola,25,25,15,Rock,,167,167
224,85,200,2,75,False,Steelix,55,65,30,Steel,Ground,656,656
777,100,70,6,90,False,Goodra,110,150,80,Dragon,,787,777
623,58,80,5,72,False,Sigilyph,103,80,97,Psychic,Flying,668,623
489,5,5,4,100,False,Happiny,15,65,30,Normal,,378,378
542,120,100,4,90,True,Palkia,150,120,100,Water,Dragon,503,542
378,41,77,3,66,False,Lileep,61,87,23,Rock,Grass,205,205
314,160,100,3,150,False,Slaking,95,65,100,Normal,,447,314
573,53,48,5,50,False,Pansear,53,48,64,Fire,,514,573
555,45,55,5,45,False,Snivy,45,55,63,Grass,,785,785
304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,101,101
119,90,120,1,65,False,Weezing,85,70,60,Poison,,431,431
228,95,75,2,65,False,Qwilfish,55,55,85,Water,Poison,635,635
418,80,90,3,80,True,Latias,110,130,110,Dragon,Psychic,15,418
645,65,65,5,51,False,Vanillish,80,75,59,Ice,,257,257
460,79,105,4,60,False,"Wormadam Sandy Cloak",59,85,36,Bug,Ground,128,128
458,29,45,4,40,False,Burmy,29,45,36,Bug,,733,458
759,52,67,6,42,False,Binacle,39,56,50,Rock,Water,595,759
98,65,100,1,30,False,Shellder,45,25,40,Water,,579,579
496,85,40,4,135,False,Munchlax,40,85,5,Normal,,412,496
41,45,48,1,70,False,Clefairy,60,65,35,Fairy,,680,41
98,65,100,1,30,False,Shellder,45,25,40,Water,,781,781
201,100,115,2,70,False,Sudowoodo,30,65,30,Rock,,362,362
275,85,65,3,70,False,Sceptile,105,85,120,Grass,,734,275
789,69,85,6,55,False,Bergmite,32,35,28,Ice,,80,80
731,73,55,6,62,False,Fletchinder,56,52,84,Fire,Flying,264,264
554,100,100,5,100,True,Victini,100,100,100,Psychic,Fire,110,110
736,50,58,6,62,False,Litleo,73,54,72,Fire,Normal,244,244
318,51,23,3,64,False,Whismur,51,23,28,Normal,,308,308
331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,620,620
538,75,130,4,75,True,Uxie,75,130,95,Psychic,,741,538
11,63,80,1,59,False,Wartortle,65,80,58,Water,,64,64
20,150,40,1,65,False,"Mega Beedrill",15,80,145,Bug,Poison,266,20
339,75,60,3,70,False,Manectric,105,60,105,Electric,,80,339
637,45,70,5,60,False,Gothorita,75,85,55,Psychic,,111,637
726,63,52,6,54,False,Frogadier,83,56,97,Water,,728,726
21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,181,181
288,70,61,3,78,False,Linoone,50,61,100,Normal,,469,288
239,50,40,2,50,False,Swinub,30,30,50,Ice,Ground,680,239
498,110,70,4,70,False,Lucario,115,70,90,Fighting,Steel,293,498
21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,530,530
330,105,125,3,50,False,"Mega Mawile",55,95,50,Steel,Fairy,495,495
283,110,90,3,100,False,Swampert,85,90,60,Water,Ground,507,507
800,110,120,6,80,True,Volcanion,130,90,70,Fire,Water,696,800
270,90,130,2,106,True,Lugia,90,154,110,Psychic,Flying,245,270
545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,524,524
96,80,50,1,80,False,Grimer,40,50,25,Poison,,31,96
427,180,100,3,105,True,"Mega Rayquaza",180,100,115,Dragon,Flying,349,427
759,52,67,6,42,False,Binacle,39,56,50,Rock,Water,496,496
369,100,60,3,73,False,Seviper,100,60,65,Poison,,727,727
608,67,85,5,60,False,Whimsicott,77,75,116,Grass,Fairy,126,608
711,130,90,5,125,True,Kyurem,130,90,95,Dragon,Ice,476,476
654,40,50,5,55,False,Frillish,65,85,40,Water,Ghost,371,371
36,62,67,1,70,False,Nidorina,55,55,56,Poison,,116,116
526,80,70,4,85,False,Porygon-Z,135,75,90,Normal,,404,526
750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,527,750
126,40,70,1,30,False,Horsea,70,25,60,Water,,367,367
247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,726,726
755,48,66,6,62,False,Swirlix,59,57,49,Fairy,,695,755
727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,306,727
558,63,45,5,65,False,Tepig,45,45,45,Fire,,523,523
137,125,100,1,65,False,Pinsir,55,70,85,Bug,,505,505
500,72,78,4,68,False,Hippopotas,38,42,32,Ground,,729,729
259,63,37,2,45,False,Elekid,65,55,95,Electric,,17,259
190,20,65,2,35,False,Togepi,40,65,20,Fairy,,345,345
201,100,115,2,70,False,Sudowoodo,30,65,30,Rock,,161,161
795,100,121,6,108,True,"Zygarde Half Forme",81,95,95,Dragon,Ground,205,205
400,60,70,3,90,False,Sealeo,75,70,45,Ice,Water,509,509
134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,232,134
761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,777,777
597,65,55,5,75,False,Palpitoad,65,55,69,Water,Ground,358,358
552,103,75,4,100,True,"Shaymin Sky Forme",120,75,127,Grass,Flying,102,552
347,73,83,3,100,False,Swalot,73,83,55,Poison,,638,638
603,103,80,5,75,False,Leavanny,70,80,92,Bug,Grass,248,248
716,77,77,5,100,False,"Meloetta Aria Forme",128,128,90,Normal,Psychic,747,747
14,30,35,1,45,False,Caterpie,20,20,45,Bug,,40,40
86,65,65,1,90,False,Slowpoke,40,40,15,Water,Psychic,497,497
533,65,107,4,50,False,"Heat Rotom",105,107,86,Electric,Fire,356,533
277,60,40,3,45,False,Torchic,70,50,45,Fire,,185,185
267,84,70,2,70,False,Pupitar,65,70,51,Rock,Ground,286,286
691,55,75,5,70,False,Vullaby,45,65,60,Dark,Flying,722,722
796,100,150,6,50,True,Diancie,100,150,50,Rock,Fairy,270,270
36,62,67,1,70,False,Nidorina,55,55,56,Poison,,47,36
384,70,70,3,70,False,Castform,70,70,70,Normal,,472,472
460,79,105,4,60,False,"Wormadam Sandy Cloak",59,85,36,Bug,Ground,21,21
155,135,85,1,80,False,"Mega Aerodactyl",70,95,150,Rock,Flying,199,155
698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,566,698
667,55,55,5,55,False,Elgyem,85,55,30,Psychic,,267,267
643,87,63,5,75,False,Swanna,87,63,98,Water,Flying,270,270
381,125,100,3,75,False,Armaldo,70,80,45,Rock,Bug,638,638
595,140,95,5,105,False,Conkeldurr,55,65,45,Fighting,,44,44
389,40,90,3,20,False,Duskull,30,90,25,Ghost,,680,680
110,50,70,1,60,False,Electrode,80,80,140,Electric,,222,110
141,125,79,1,95,False,Gyarados,60,100,81,Water,Flying,588,588
34,100,110,1,75,False,Sandslash,45,55,65,Ground,,799,799
77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,480,480
134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,373,134
381,125,100,3,75,False,Armaldo,70,80,45,Rock,Bug,347,347
399,40,50,3,70,False,Spheal,55,50,25,Ice,Water,468,468
96,80,50,1,80,False,Grimer,40,50,25,Poison,,586,586
709,125,90,5,89,True,"Landorus Incarnate Forme",115,80,101,Ground,Flying,118,709
55,65,60,1,70,False,Venomoth,90,75,90,Bug,Poison,486,486
89,35,70,1,25,False,Magnemite,95,55,45,Electric,Steel,741,741
217,72,48,2,48,False,Unown,72,48,48,Psychic,,488,488
380,95,50,3,45,False,Anorith,40,50,75,Rock,Bug,244,244
255,20,35,2,55,False,Smeargle,20,45,75,Normal,,459,459
503,90,110,4,70,False,Drapion,60,75,95,Poison,Dark,674,674
501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,638,638
666,115,80,5,85,False,Eelektross,105,80,50,Electric,,736,736
541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,219,541
371,95,85,3,70,False,Solrock,55,65,70,Rock,Psychic,698,371
409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,205,205
253,80,90,2,85,False,Porygon2,105,95,60,Normal,,343,343
518,123,67,4,75,False,Electivire,95,85,95,Electric,,305,518
136,95,57,1,65,False,Magmar,100,85,93,Fire,,42,136
119,90,120,1,65,False,Weezing,85,70,60,Poison,,758,758
63,105,60,1,65,False,,60,70,95,Fighting,,138,138
407,75,60,3,45,False,Bagon,40,30,50,Dragon,,466,466
404,84,105,3,55,False,Gorebyss,114,75,52,Water,,164,164
641,65,75,5,110,False,Reuniclus,125,85,30,Psychic,,775,775
245,40,70,2,65,False,Mantine,80,140,70,Water,Flying,745,745
499,145,88,4,70,False,"Mega Lucario",140,70,112,Fighting,Steel,443,499
413,135,130,3,80,False,Metagross,95,90,70,Steel,Psychic,794,794
117,55,75,1,90,False,Lickitung,60,75,30,Normal,,781,781
290,35,55,3,50,False,Silcoon,25,25,15,Bug,,323,323
349,120,40,3,70,False,Sharpedo,95,40,95,Water,Dark,718,718
664,55,40,5,35,False,Tynamo,45,40,60,Electric,,594,664
797,160,110,6,50,True,"Mega Diancie",160,110,110,Rock,Fairy,13,797
634,50,40,5,55,False,Minccino,40,40,75,Normal,,524,524
48,80,70,1,75,False,Golbat,65,75,90,Poison,Flying,737,737
721,107,122,6,88,False,Chesnaught,74,75,64,Grass,Fighting,601,721
287,30,41,3,38,False,Zigzagoon,30,41,60,Normal,,291,291
336,60,75,3,60,False,Medicham,60,75,80,Fighting,Psychic,500,336
709,125,90,5,89,True,"Landorus Incarnate Forme",115,80,101,Ground,Flying,690,709
191,40,85,2,55,False,Togetic,80,105,40,Fairy,Flying,589,589
756,80,86,6,82,False,Slurpuff,85,75,72,Fairy,,639,756
529,55,145,4,60,False,Probopass,75,150,40,Rock,Steel,512,529
349,120,40,3,70,False,Sharpedo,95,40,95,Water,Dark,135,135
608,67,85,5,60,False,Whimsicott,77,75,116,Grass,Fairy,167,608
411,55,80,3,40,False,Beldum,35,60,30,Steel,Psychic,574,574
67,65,65,1,65,False,Poliwhirl,50,50,90,Water,,113,67
95,70,80,1,90,False,Dewgong,70,95,70,Water,Ice,548,548
534,65,107,4,50,False,"Wash Rotom",105,107,86,Electric,Water,739,534
30,85,69,1,60,False,Arbok,65,79,80,Poison,,20,20
437,78,52,4,64,False,Monferno,78,52,81,Fire,Fighting,560,437
71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,57,57
717,128,90,5,100,False,"Meloetta Pirouette Forme",77,77,128,Normal,Fighting,349,717
792,70,80,6,85,False,Noivern,97,80,123,Flying,Dragon,162,792
21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,62,62
672,87,60,5,46,False,Axew,30,40,57,Dragon,,663,663
211,85,85,2,95,False,Quagsire,65,65,35,Water,Ground,143,143
499,145,88,4,70,False,"Mega Lucario",140,70,112,Fighting,Steel,402,499
162,134,95,1,91,False,Dragonite,100,100,80,Dragon,Flying,42,42
230,150,140,2,70,False,"Mega Scizor",65,100,75,Bug,Steel,216,216
465,45,70,4,60,False,Pachirisu,45,90,95,Electric,,500,500
273,45,35,3,40,False,Treecko,65,55,70,Grass,,796,273
433,68,64,4,55,False,Turtwig,45,55,31,Grass,,157,157
652,55,45,5,69,False,Foongus,55,55,15,Grass,Poison,392,392
577,25,45,5,76,False,Munna,67,55,24,Psychic,,84,84
280,160,80,3,80,False,"Mega Blaziken",130,80,100,Fire,Fighting,541,280
36,62,67,1,70,False,Nidorina,55,55,56,Poison,,289,36
685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,653,685
686,85,70,5,45,False,Pawniard,40,40,60,Dark,Steel,439,686
583,100,63,5,75,False,Zebstrika,80,63,116,Electric,,537,583
41,45,48,1,70,False,Clefairy,60,65,35,Fairy,,223,223
716,77,77,5,100,False,"Meloetta Aria Forme",128,128,90,Normal,Psychic,36,716
778,80,91,6,57,False,Klefki,80,87,75,Steel,Fairy,711,711
745,80,60,6,75,False,Furfrou,65,90,102,Normal,,75,745
206,70,55,2,55,False,Aipom,40,55,85,Normal,,800,206
106,73,70,1,85,False,Hypno,73,115,67,Psychic,,587,587
573,53,48,5,50,False,Pansear,53,48,64,Fire,,242,242
275,85,65,3,70,False,Sceptile,105,85,120,Grass,,622,275
591,60,86,5,103,False,Audino,60,86,50,Normal,,512,591
300,55,30,3,40,False,Taillow,30,30,85,Normal,Flying,722,300
131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,739,131
576,98,63,5,75,False,Simipour,98,63,101,Water,,468,576
207,30,30,2,30,False,Sunkern,30,30,30,Grass,,489,489
796,100,150,6,50,True,Diancie,100,150,50,Rock,Fairy,225,796
687,125,100,5,65,False,Bisharp,60,70,70,Dark,Steel,86,687
736,50,58,6,62,False,Litleo,73,54,72,Fire,Normal,612,736
595,140,95,5,105,False,Conkeldurr,55,65,45,Fighting,,260,260
430,180,20,3,50,True,"DeoxysAttack Forme",180,20,150,Psychic,,157,430
88,75,180,1,95,False,"Mega Slowbro",130,80,30,Water,Psychic,694,694
100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,403,100
214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,146,214
371,95,85,3,70,False,Solrock,55,65,70,Rock,Psychic,554,554
734,22,60,6,45,False,Spewpa,27,30,29,Bug,,160,160
118,65,95,1,40,False,Koffing,60,45,35,Poison,,506,506
768,121,119,6,82,False,Tyrantrum,69,59,71,Rock,Dragon,720,768
334,140,230,3,70,False,"Mega Aggron",60,80,50,Steel,,461,334
53,95,80,1,60,False,Parasect,60,80,30,Bug,Grass,252,252
284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,376,284
452,30,35,4,40,False,Budew,50,70,55,Grass,Poison,617,617
653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,770,770
53,95,80,1,60,False,Parasect,60,80,30,Bug,Grass,550,550
290,35,55,3,50,False,Silcoon,25,25,15,Bug,,771,771
679,70,40,5,80,False,Accelgor,100,60,145,Bug,,176,679
593,80,55,5,75,False,Timburr,25,35,35,Fighting,,663,663
14,30,35,1,45,False,Caterpie,20,20,45,Bug,,484,484
115,120,53,1,50,False,Hitmonlee,35,110,87,Fighting,,319,115
104,45,160,1,35,False,Onix,30,45,70,Rock,Ground,319,104
582,60,32,5,45,False,Blitzle,50,32,76,Electric,,505,505
216,60,60,2,60,False,Misdreavus,85,85,85,Ghost,,148,216
703,115,70,5,79,True,"Tornadus Incarnate Forme",125,80,111,Flying,,440,703
557,75,95,5,75,False,Serperior,75,95,113,Grass,,446,557
705,115,70,5,79,True,"Thundurus Incarnate Forme",125,80,111,Electric,Flying,434,705
482,30,50,4,45,False,Chingling,65,50,45,Psychic,,713,713
212,65,60,2,65,False,Espeon,130,95,110,Psychic,,272,212
459,59,85,4,60,False,"Wormadam Plant Cloak",79,105,36,Bug,Grass,21,21
476,76,84,4,65,False,Lopunny,54,96,105,Normal,,331,476
374,80,65,3,43,False,Corphish,50,35,35,Water,,699,699
269,164,150,2,100,False,"Mega Tyranitar",95,120,71,Rock,Dark,409,409
680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,372,372
225,125,230,2,75,False,"Mega Steelix",55,95,30,Steel,Ground,783,783
369,100,60,3,73,False,Seviper,100,60,65,Poison,,242,242
309,60,62,3,70,False,Masquerain,80,82,60,Bug,Flying,765,765
255,20,35,2,55,False,Smeargle,20,45,75,Normal,,394,394
151,60,125,1,70,False,Omastar,115,70,55,Rock,Water,382,382
118,65,95,1,40,False,Koffing,60,45,35,Poison,,726,726
473,50,34,4,90,False,Drifloon,60,44,70,Ghost,Flying,224,473
461,69,95,4,60,False,"Wormadam Trash Cloak",69,95,36,Bug,Steel,17,461
94,45,55,1,65,False,Seel,45,70,45,Water,,382,94
206,70,55,2,55,False,Aipom,40,55,85,Normal,,179,206
281,70,50,3,50,False,Mudkip,50,50,40,Water,,219,219
571,53,48,5,50,False,Pansage,53,48,64,Grass,,452,571
156,110,65,1,160,False,Snorlax,65,110,30,Normal,,26,156
21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,358,358
259,63,37,2,45,False,Elekid,65,55,95,Electric,,619,259
117,55,75,1,90,False,Lickitung,60,75,30,Normal,,261,261
178,30,30,2,60,False,Hoothoot,36,56,50,Normal,Flying,525,178
205,55,70,2,75,False,Jumpluff,55,95,110,Grass,Flying,403,205
433,68,64,4,55,False,Turtwig,45,55,31,Grass,,631,631
79,40,35,1,40,False,Tentacool,50,100,70,Water,Poison,233,233
423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,585,423
329,85,85,3,50,False,Mawile,55,55,50,Steel,Fairy,69,329
186,58,58,2,125,False,Lanturn,76,76,67,Water,Electric,541,541
635,95,60,5,75,False,Cinccino,65,60,115,Normal,,540,540
217,72,48,2,48,False,Unown,72,48,48,Psychic,,100,100
104,45,160,1,35,False,Onix,30,45,70,Rock,Ground,388,388
619,65,85,5,50,False,Dwebble,35,35,55,Bug,Rock,781,619
32,90,55,1,60,False,Raichu,90,80,110,Electric,,411,32
734,22,60,6,45,False,Spewpa,27,30,29,Bug,,270,270
384,70,70,3,70,False,Castform,70,70,70,Normal,,150,384
778,80,91,6,57,False,Klefki,80,87,75,Steel,Fairy,94,778
567,80,65,5,65,False,Herdier,35,65,60,Normal,,758,758
160,64,45,1,41,False,Dratini,50,50,50,Dragon,,621,160
203,35,40,2,35,False,Hoppip,35,55,50,Grass,Flying,283,203
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,575,540
604,45,59,5,30,False,Venipede,30,39,57,Bug,Poison,312,604
725,56,40,6,41,False,Froakie,62,44,71,Water,,89,725
343,73,55,3,65,False,Volbeat,47,75,85,Bug,,755,343
541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,79,541
483,63,47,4,63,False,Stunky,41,41,74,Poison,Dark,79,483
192,50,45,2,40,False,Natu,70,45,70,Psychic,Flying,516,516
739,45,47,6,54,False,Floette,75,98,52,Fairy,,246,246
679,70,40,5,80,False,Accelgor,100,60,145,Bug,,624,679
232,125,75,2,80,False,Heracross,40,95,85,Bug,Fighting,160,232
277,60,40,3,45,False,Torchic,70,50,45,Fire,,113,277
350,140,70,3,70,False,"Mega Sharpedo",110,65,105,Water,Dark,716,350
321,60,30,3,72,False,Makuhita,20,30,25,Fighting,,431,431
445,45,40,4,59,False,Bidoof,35,40,31,Normal,,784,784
52,70,55,1,35,False,Paras,45,55,25,Bug,Grass,525,525
779,70,48,6,43,False,Phantump,50,60,38,Ghost,Grass,156,156
354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,98,98
313,80,80,3,80,False,Vigoroth,55,55,90,Normal,,581,581
606,100,89,5,60,False,Scolipede,55,69,112,Bug,Poison,266,606
261,80,105,2,95,False,Miltank,40,70,100,Normal,,11,261
512,132,105,4,90,False,"Mega Abomasnow",132,105,30,Grass,Ice,713,713
490,65,45,4,76,False,Chatot,92,42,91,Normal,Flying,131,131
