"Number pokemon 1","Number pokemon 2","Attack pokemon 2","Defense pokemon 2","Generation pokemon 2","HP pokemon 2","Legendary pokemon 2","Name pokemon 2","Sp. Atk pokemon 2","Sp. Def pokemon 2","Speed pokemon 2","Type 1 pokemon 2","Type 2 pokemon 2","Winning pokemon"
261,101,50,45,1,45,False,Haunter,115,55,95,Ghost,Poison,101
626,155,135,85,1,80,False,"Mega Aerodactyl",70,95,150,Rock,Flying,155
375,299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,299
600,503,90,110,4,70,False,Drapion,60,75,95,Poison,Dark,503
211,221,90,140,2,75,False,Forretress,60,60,40,Bug,Steel,221
625,646,95,85,5,71,False,Vanilluxe,110,95,79,Ice,,646
401,261,80,105,2,95,False,Miltank,40,70,100,Normal,,261
603,230,150,140,2,70,False,"Mega Scizor",65,100,75,Bug,Steel,603
221,722,45,40,6,40,False,Fennekin,62,60,60,Fire,,722
455,757,54,53,6,53,False,Inkay,37,46,45,Dark,Psychic,455
36,317,90,45,3,1,False,Shedinja,30,30,40,Bug,Ghost,317
484,109,30,50,1,40,False,Voltorb,55,55,100,Electric,,109
547,358,45,65,3,80,False,Grumpig,90,110,80,Psychic,,547
302,19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,302
327,65,110,80,1,90,False,Arcanine,100,80,95,Fire,,65
390,644,50,50,5,36,False,Vanillite,65,60,44,Ice,,644
7,293,50,70,3,60,False,Dustox,50,90,65,Bug,Poison,7
602,223,75,105,2,65,False,Gligar,35,65,85,Ground,Flying,223
390,137,125,100,1,65,False,Pinsir,55,70,85,Bug,,137
548,780,110,76,6,85,False,Trevenant,65,82,56,Ghost,Grass,548
128,262,10,10,2,255,False,Blissey,75,135,55,Normal,,128
251,539,105,105,4,80,True,Mesprit,105,105,80,Psychic,,539
150,385,90,70,3,60,False,Kecleon,60,120,40,Normal,,385
413,335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,413
354,227,120,75,2,90,False,Granbull,60,60,45,Fairy,,227
729,425,180,160,3,100,True,"Primal Groudon",150,90,90,Ground,Fire,425
776,245,40,70,2,65,False,Mantine,80,140,70,Water,Flying,245
559,609,35,50,5,45,False,Petilil,70,50,30,Grass,,559
248,168,62,80,2,60,False,Bayleef,63,80,60,Grass,,248
201,586,135,130,5,85,False,Gigalith,60,80,25,Rock,,201
744,261,80,105,2,95,False,Miltank,40,70,100,Normal,,261
506,695,65,50,5,52,False,Deino,45,50,38,Dark,Dragon,506
178,750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,178
736,159,100,90,1,90,True,Moltres,125,85,90,Fire,Flying,159
361,362,100,80,3,80,False,Flygon,80,80,100,Ground,Dragon,362
524,159,100,90,1,90,True,Moltres,125,85,90,Fire,Flying,524
531,277,60,40,3,45,False,Torchic,70,50,45,Fire,,277
154,248,90,50,2,75,False,Houndoom,110,80,95,Dark,Fire,154
711,499,145,88,4,70,False,"Mega Lucario",140,70,112,Fighting,Steel,499
94,138,155,120,1,65,False,"Mega Pinsir",65,90,105,Bug,Flying,138
708,308,30,32,3,40,False,Surskit,50,52,65,Bug,Water,708
375,508,69,76,4,69,False,Lumineon,69,86,91,Water,,508
68,592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,68
438,169,82,100,2,80,False,Meganium,83,100,80,Grass,,438
398,617,30,105,5,105,False,"Darmanitan Zen Mode",140,105,55,Fire,Psychic,398
291,538,75,130,4,75,True,Uxie,75,130,95,Psychic,,538
462,446,85,60,4,79,False,Bibarel,55,60,71,Normal,Water,446
264,76,75,35,1,50,False,Bellsprout,70,30,40,Grass,Poison,264
649,299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,649
734,133,110,80,1,70,False,Scyther,55,80,105,Bug,Flying,133
54,150,40,100,1,35,False,Omanyte,90,55,35,Rock,Water,54
580,228,95,75,2,65,False,Qwilfish,55,55,85,Water,Poison,228
438,472,100,66,4,75,False,Ambipom,60,66,115,Normal,,472
660,177,76,64,2,85,False,Furret,45,55,90,Normal,,177
793,715,72,90,5,91,False,"Keldeo Resolute Forme",129,90,108,Water,Fighting,715
387,534,65,107,4,50,False,"Wash Rotom",105,107,86,Electric,Water,534
411,154,105,65,1,80,False,Aerodactyl,60,75,130,Rock,Flying,154
604,544,160,110,4,110,True,Regigigas,80,110,100,Normal,,544
414,32,90,55,1,60,False,Raichu,90,80,110,Electric,,32
268,744,124,78,6,95,False,Pangoro,69,71,58,Fighting,Dark,268
21,364,115,60,3,70,False,Cacturne,115,60,55,Grass,Dark,21
340,671,55,90,5,60,False,Chandelure,145,90,80,Ghost,Fire,340
226,180,20,30,2,40,False,Ledyba,40,80,55,Bug,Flying,226
381,779,70,48,6,43,False,Phantump,50,60,38,Ghost,Grass,381
463,308,30,32,3,40,False,Surskit,50,52,65,Bug,Water,463
459,157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,157
379,42,70,73,1,95,False,Clefable,95,90,60,Fairy,,42
369,581,115,80,5,80,False,Unfezant,65,55,93,Normal,Flying,581
576,600,125,75,5,75,False,Sawk,30,75,85,Fighting,,576
745,88,75,180,1,95,False,"Mega Slowbro",130,80,30,Water,Psychic,745
363,73,80,50,1,70,False,Machop,35,35,35,Fighting,,73
280,455,165,60,4,97,False,Rampardos,65,50,58,Rock,,280
759,85,100,70,1,65,False,Rapidash,80,80,105,Fire,,85
300,111,40,80,1,60,False,Exeggcute,60,45,40,Grass,Psychic,300
392,261,80,105,2,95,False,Miltank,40,70,100,Normal,,261
658,353,60,40,3,60,False,Numel,65,45,35,Fire,Ground,353
512,292,35,55,3,50,False,Cascoon,25,25,15,Bug,,512
601,372,48,43,3,50,False,Barboach,46,41,60,Water,Ground,372
540,538,75,130,4,75,True,Uxie,75,130,95,Psychic,,540
101,546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,101
527,201,100,115,2,70,False,Sudowoodo,30,65,30,Rock,,527
704,442,55,30,4,40,False,Starly,30,30,60,Normal,Flying,704
426,793,131,95,6,126,True,Xerneas,131,98,99,Fairy,,793
721,712,170,100,5,125,True,"Kyurem Black Kyurem",120,90,95,Dragon,Ice,712
687,305,35,35,3,38,False,Kirlia,65,55,50,Psychic,Fairy,687
744,91,65,55,1,52,False,Farfetch'd,58,62,60,Normal,Flying,91
321,409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,409
162,625,50,145,5,58,False,Cofagrigus,95,105,30,Ghost,,162
109,158,90,85,1,90,True,Zapdos,125,90,100,Electric,Flying,158
275,373,78,73,3,110,False,Whiscash,76,71,60,Water,Ground,275
63,671,55,90,5,60,False,Chandelure,145,90,80,Ghost,Fire,671
234,199,20,50,2,70,False,Marill,20,50,40,Water,Fairy,234
510,637,45,70,5,60,False,Gothorita,75,85,55,Psychic,,637
587,762,75,90,6,65,False,Dragalge,97,123,44,Poison,Dragon,587
442,440,66,68,4,64,False,Prinplup,81,76,50,Water,,442
522,237,40,40,2,40,False,Slugma,70,40,20,Fire,,522
490,594,105,85,5,85,False,Gurdurr,40,50,40,Fighting,,490
397,194,40,40,2,55,False,Mareep,65,45,35,Electric,,397
172,131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,131
214,648,100,70,5,80,False,Sawsbuck,60,70,95,Normal,Grass,648
621,450,85,49,4,60,False,Luxio,60,49,60,Electric,,450
279,193,75,70,2,65,False,Xatu,95,70,95,Psychic,Flying,193
186,528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,528
98,333,110,180,3,70,False,Aggron,60,60,50,Steel,Rock,333
518,113,50,95,1,50,False,Cubone,40,50,35,Ground,,113
447,416,50,100,3,80,True,Regice,100,200,50,Ice,,416
558,227,120,75,2,90,False,Granbull,60,60,45,Fairy,,227
339,264,115,85,2,115,True,Entei,90,75,100,Fire,,339
59,725,56,40,6,41,False,Froakie,62,44,71,Water,,59
679,461,69,95,4,60,False,"Wormadam Trash Cloak",69,95,36,Bug,Steel,679
298,557,75,95,5,75,False,Serperior,75,95,113,Grass,,557
436,353,60,40,3,60,False,Numel,65,45,35,Fire,Ground,436
281,57,80,50,1,35,False,Dugtrio,50,70,120,Ground,,57
302,660,94,131,5,74,False,Ferrothorn,54,116,20,Grass,Steel,660
142,743,82,62,6,67,False,Pancham,46,48,43,Fighting,,142
528,793,131,95,6,126,True,Xerneas,131,98,99,Fairy,,528
299,80,70,65,1,80,False,Tentacruel,80,120,100,Water,Poison,80
74,417,75,150,3,80,True,Registeel,75,150,50,Steel,,417
722,92,85,45,1,35,False,Doduo,35,35,75,Normal,Flying,92
560,502,50,90,4,40,False,Skorupi,30,55,65,Poison,Bug,502
705,134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,705
794,208,75,55,2,75,False,Sunflora,105,85,30,Grass,,794
773,481,82,64,4,71,False,Purugly,64,59,112,Normal,,481
798,243,105,75,2,75,False,Octillery,105,75,45,Water,,243
311,752,50,150,6,60,False,"Aegislash Shield Forme",50,150,60,Steel,Ghost,752
314,604,45,59,5,30,False,Venipede,30,39,57,Bug,Poison,314
353,284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,284
595,707,120,100,5,100,True,Reshiram,150,120,90,Dragon,Fire,707
149,623,58,80,5,72,False,Sigilyph,103,80,97,Psychic,Flying,623
686,509,20,50,4,45,False,Mantyke,60,120,50,Water,Flying,686
175,36,62,67,1,70,False,Nidorina,55,55,56,Poison,,175
195,756,80,86,6,82,False,Slurpuff,85,75,72,Fairy,,756
290,2,62,63,1,60,False,Ivysaur,80,80,60,Grass,Poison,2
608,26,81,60,1,55,False,Raticate,50,70,97,Normal,,608
16,56,55,25,1,10,False,Diglett,35,45,95,Ground,,56
284,117,55,75,1,90,False,Lickitung,60,75,30,Normal,,284
734,237,40,40,2,40,False,Slugma,70,40,20,Fire,,734
149,252,120,120,2,90,False,Donphan,60,60,50,Ground,,252
202,204,45,50,2,55,False,Skiploom,45,65,80,Grass,Flying,204
290,288,70,61,3,78,False,Linoone,50,61,100,Normal,,288
529,775,50,35,6,45,False,Goomy,55,75,40,Dragon,,775
475,405,90,130,3,100,False,Relicanth,45,65,55,Water,Rock,475
131,212,65,60,2,65,False,Espeon,130,95,110,Psychic,,131
286,460,79,105,4,60,False,"Wormadam Sandy Cloak",59,85,36,Bug,Ground,286
458,553,120,120,4,120,True,Arceus,120,120,120,Normal,,553
354,133,110,80,1,70,False,Scyther,55,80,105,Bug,Flying,133
49,700,90,129,5,91,True,Cobalion,90,72,108,Steel,Fighting,700
174,694,109,112,5,58,False,Durant,48,48,109,Bug,Steel,694
6,548,80,80,4,80,False,Phione,80,80,80,Water,,548
121,338,45,40,3,40,False,Electrike,65,40,65,Electric,,121
736,367,110,110,3,75,False,"Mega Altaria",110,105,80,Dragon,Fairy,367
147,394,150,60,3,65,False,"Mega Absol",115,60,115,Dark,,147
762,370,55,65,3,70,False,Lunatone,95,85,70,Rock,Psychic,370
589,348,90,20,3,45,False,Carvanha,65,20,65,Water,Dark,589
7,799,160,60,6,80,True,"Hoopa Unbound",170,130,80,Psychic,Dark,7
492,258,30,15,2,45,False,Smoochum,85,65,65,Ice,Psychic,258
636,307,85,65,3,68,False,"Mega Gardevoir",165,135,100,Psychic,Fairy,307
710,366,70,90,3,75,False,Altaria,70,105,80,Dragon,Flying,710
199,1,49,49,1,45,False,Bulbasaur,65,65,45,Grass,Poison,1
519,368,115,60,3,73,False,Zangoose,60,60,90,Normal,,368
402,633,105,60,5,60,False,Zoroark,120,60,105,Dark,,633
191,757,54,53,6,53,False,Inkay,37,46,45,Dark,Psychic,757
80,251,60,60,2,90,False,Phanpy,40,40,40,Ground,,80
737,262,10,10,2,255,False,Blissey,75,135,55,Normal,,737
590,216,60,60,2,60,False,Misdreavus,85,85,85,Ghost,,590
680,459,59,85,4,60,False,"Wormadam Plant Cloak",79,105,36,Bug,Grass,459
23,433,68,64,4,55,False,Turtwig,45,55,31,Grass,,23
390,332,90,140,3,60,False,Lairon,50,50,40,Steel,Rock,332
365,681,85,50,5,45,False,Mienfoo,55,50,65,Fighting,,681
281,252,120,120,2,90,False,Donphan,60,60,50,Ground,,252
495,454,125,40,4,67,False,Cranidos,30,30,58,Rock,,495
784,790,117,184,6,95,False,Avalugg,44,46,28,Ice,,784
518,612,72,35,5,50,False,Sandile,35,35,65,Ground,Dark,612
67,44,76,75,1,73,False,Ninetales,81,100,100,Fire,,44
279,368,115,60,3,73,False,Zangoose,60,60,90,Normal,,368
623,407,75,60,3,45,False,Bagon,40,30,50,Dragon,,623
484,459,59,85,4,60,False,"Wormadam Plant Cloak",79,105,36,Bug,Grass,484
221,476,76,84,4,65,False,Lopunny,54,96,105,Normal,,476
425,94,45,55,1,65,False,Seel,45,70,45,Water,,425
113,329,85,85,3,50,False,Mawile,55,55,50,Steel,Fairy,329
772,761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,772
325,114,80,110,1,60,False,Marowak,50,80,45,Ground,,325
137,85,100,70,1,65,False,Rapidash,80,80,105,Fire,,85
574,761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,574
29,307,85,65,3,68,False,"Mega Gardevoir",165,135,100,Psychic,Fairy,307
204,481,82,64,4,71,False,Purugly,64,59,112,Normal,,481
180,256,35,35,2,35,False,Tyrogue,35,35,35,Fighting,,180
103,653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,653
123,539,105,105,4,80,True,Mesprit,105,105,80,Psychic,,539
684,534,65,107,4,50,False,"Wash Rotom",105,107,86,Electric,Water,684
666,516,140,130,4,115,False,Rhyperior,55,55,40,Ground,Rock,516
192,482,30,50,4,45,False,Chingling,65,50,45,Psychic,,192
239,589,85,40,5,60,False,Drilbur,30,45,68,Ground,,589
25,586,135,130,5,85,False,Gigalith,60,80,25,Rock,,586
54,358,45,65,3,80,False,Grumpig,90,110,80,Psychic,,358
544,668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,544
492,611,92,65,5,70,False,Basculin,80,55,98,Water,,611
216,625,50,145,5,58,False,Cofagrigus,95,105,30,Ghost,,216
471,178,30,30,2,60,False,Hoothoot,36,56,50,Normal,Flying,178
179,765,38,33,6,44,False,Helioptile,61,43,70,Electric,Normal,765
647,277,60,40,3,45,False,Torchic,70,50,45,Fire,,647
611,352,90,45,3,170,False,Wailord,90,45,60,Water,,611
314,309,60,62,3,70,False,Masquerain,80,82,60,Bug,Flying,314
686,41,45,48,1,70,False,Clefairy,60,65,35,Fairy,,686
456,223,75,105,2,65,False,Gligar,35,65,85,Ground,Flying,223
626,266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,266
233,705,115,70,5,79,True,"Thundurus Incarnate Forme",125,80,111,Electric,Flying,705
258,715,72,90,5,91,False,"Keldeo Resolute Forme",129,90,108,Water,Fighting,715
185,316,90,45,3,61,False,Ninjask,50,50,160,Bug,Flying,316
376,586,135,130,5,85,False,Gigalith,60,80,25,Rock,,376
366,675,70,40,5,55,False,Cubchoo,60,40,40,Ice,,366
682,323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,682
545,439,51,53,4,53,False,Piplup,61,56,40,Water,,545
401,342,40,50,3,60,False,Minun,75,85,95,Electric,,342
58,332,90,140,3,60,False,Lairon,50,50,40,Steel,Rock,332
315,244,55,45,2,45,False,Delibird,65,45,75,Ice,Flying,244
756,304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,756
698,510,62,50,4,60,False,Snover,62,60,40,Grass,Ice,698
122,390,70,130,3,40,False,Dusclops,60,130,25,Ghost,,390
667,11,63,80,1,59,False,Wartortle,65,80,58,Water,,11
393,636,30,50,5,45,False,Gothita,55,65,45,Psychic,,393
582,773,58,57,6,67,False,Dedenne,81,67,101,Electric,Fairy,773
483,71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,71
584,757,54,53,6,53,False,Inkay,37,46,45,Dark,Psychic,757
247,653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,247
165,784,66,70,6,59,False,"Pumpkaboo Super Size",44,55,41,Ghost,Grass,165
147,793,131,95,6,126,True,Xerneas,131,98,99,Fairy,,147
768,274,65,45,3,50,False,Grovyle,85,65,95,Grass,,274
173,680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,173
578,235,80,50,2,60,False,Teddiursa,50,50,40,Normal,,235
433,639,30,40,5,45,False,Solosis,105,50,20,Psychic,,433
172,794,131,95,6,126,True,Yveltal,131,98,99,Dark,Flying,172
543,423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,423
110,542,120,100,4,90,True,Palkia,150,120,100,Water,Dragon,110
698,668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,698
363,615,90,45,5,70,False,Darumaka,15,45,50,Fire,,615
31,422,100,90,3,100,True,Kyogre,150,140,90,Water,,422
5,412,75,100,3,60,False,Metang,55,80,50,Steel,Psychic,5
463,668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,463
508,53,95,80,1,60,False,Parasect,60,80,30,Bug,Grass,508
530,291,70,50,3,60,False,Beautifly,100,50,65,Bug,Flying,291
484,175,105,100,2,85,False,Feraligatr,79,83,78,Water,,484
200,40,102,77,1,81,False,Nidoking,85,75,85,Poison,Ground,40
675,22,60,55,1,63,False,Pidgeotto,50,50,71,Normal,Flying,22
30,662,80,95,5,60,False,Klang,70,85,50,Steel,,662
310,726,63,52,6,54,False,Frogadier,83,56,97,Water,,726
461,531,80,70,4,70,False,Froslass,80,70,110,Ice,Ghost,531
784,473,50,34,4,90,False,Drifloon,60,44,70,Ghost,Flying,473
693,333,110,180,3,70,False,Aggron,60,60,50,Steel,Rock,693
234,202,75,75,2,90,False,Politoed,90,100,70,Water,,234
120,389,40,90,3,20,False,Duskull,30,90,25,Ghost,,389
119,545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,545
142,83,120,130,1,80,False,Golem,55,65,45,Rock,Ground,142
585,323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,323
310,414,145,150,3,80,False,"Mega Metagross",105,110,110,Steel,Psychic,414
712,49,50,55,1,45,False,Oddish,75,65,30,Grass,Poison,712
27,282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,27
404,426,150,90,3,105,True,Rayquaza,150,90,95,Dragon,Flying,426
644,620,95,125,5,70,False,Crustle,65,75,45,Bug,Rock,620
257,168,62,80,2,60,False,Bayleef,63,80,60,Grass,,257
26,699,60,65,5,85,False,Volcarona,135,105,100,Bug,Fire,699
631,157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,157
94,216,60,60,2,60,False,Misdreavus,85,85,85,Ghost,,216
294,418,80,90,3,80,True,Latias,110,130,110,Dragon,Psychic,418
86,793,131,95,6,126,True,Xerneas,131,98,99,Fairy,,793
192,18,25,50,1,45,False,Kakuna,25,25,35,Bug,Poison,192
786,295,50,50,3,60,False,Lombre,60,70,50,Water,Grass,786
320,77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,320
723,786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,786
31,226,80,50,2,60,False,Snubbull,40,40,30,Fairy,,31
428,48,80,70,1,75,False,Golbat,65,75,90,Poison,Flying,428
378,674,147,90,5,76,False,Haxorus,60,70,97,Dragon,,674
72,387,115,65,3,64,False,Banette,83,63,65,Ghost,,387
196,693,97,66,5,85,False,Heatmor,105,66,65,Fire,,693
424,799,160,60,6,80,True,"Hoopa Unbound",170,130,80,Psychic,Dark,424
246,428,100,100,3,100,True,Jirachi,100,100,100,Steel,Psychic,428
157,261,80,105,2,95,False,Miltank,40,70,100,Normal,,261
588,372,48,43,3,50,False,Barboach,46,41,60,Water,Ground,588
503,181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,503
787,34,100,110,1,75,False,Sandslash,45,55,65,Ground,,787
490,619,65,85,5,50,False,Dwebble,35,35,55,Bug,Rock,490
784,535,65,107,4,50,False,"Frost Rotom",105,107,86,Electric,Ice,535
4,719,61,65,6,56,False,Chespin,48,45,38,Grass,,4
381,89,35,70,1,25,False,Magnemite,95,55,45,Electric,Steel,89
584,239,50,40,2,50,False,Swinub,30,30,50,Ice,Ground,584
298,124,95,80,1,105,False,Kangaskhan,40,80,90,Normal,,124
575,689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,575
758,787,95,122,6,75,False,"Gourgeist Large Size",58,75,69,Ghost,Grass,758
770,50,65,70,1,60,False,Gloom,85,75,40,Grass,Poison,770
223,284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,223
202,276,110,75,3,70,False,"Mega Sceptile",145,85,145,Grass,Dragon,276
565,288,70,61,3,78,False,Linoone,50,61,100,Normal,,288
311,684,74,50,5,59,False,Golett,35,50,35,Ground,Ghost,684
77,374,80,65,3,43,False,Corphish,50,35,35,Water,,77
138,468,35,45,4,45,False,Cherubi,62,53,35,Grass,,138
246,142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,142
647,645,65,65,5,51,False,Vanillish,80,75,59,Ice,,647
110,659,50,91,5,44,False,Ferroseed,24,86,10,Grass,Steel,659
615,309,60,62,3,70,False,Masquerain,80,82,60,Bug,Flying,309
791,745,80,60,6,75,False,Furfrou,65,90,102,Normal,,745
792,59,70,60,1,65,False,Persian,65,65,115,Normal,,792
36,83,120,130,1,80,False,Golem,55,65,45,Rock,Ground,36
346,611,92,65,5,70,False,Basculin,80,55,98,Water,,611
7,599,100,85,5,120,False,Throh,30,85,45,Fighting,,7
27,665,85,70,5,65,False,Eelektrik,75,70,40,Electric,,27
116,501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,116
65,379,81,97,3,86,False,Cradily,81,107,43,Rock,Grass,65
64,470,48,48,4,76,False,Shellos,57,62,34,Water,,64
786,735,52,50,6,80,False,Vivillon,90,50,89,Bug,Flying,786
710,22,60,55,1,63,False,Pidgeotto,50,50,71,Normal,Flying,710
327,59,70,60,1,65,False,Persian,65,65,115,Normal,,59
674,590,135,60,5,110,False,Excadrill,50,65,88,Ground,Steel,674
346,105,48,45,1,60,False,Drowzee,43,90,42,Psychic,,105
207,386,75,35,3,44,False,Shuppet,63,33,45,Ghost,,386
607,356,85,140,3,70,False,Torkoal,85,70,20,Fire,,356
632,579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,632
349,282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,349
211,497,70,40,4,40,False,Riolu,35,40,60,Fighting,,497
763,162,134,95,1,91,False,Dragonite,100,100,80,Dragon,Flying,162
742,580,77,62,5,62,False,Tranquill,50,42,65,Normal,Flying,742
41,407,75,60,3,45,False,Bagon,40,30,50,Dragon,,407
373,157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,157
462,522,110,130,4,65,False,Leafeon,60,65,95,Grass,,522
372,728,36,38,6,38,False,Bunnelby,32,36,57,Normal,,372
212,220,65,90,2,50,False,Pineco,35,35,15,Bug,,212
137,15,20,55,1,50,False,Metapod,25,25,30,Bug,,137
349,117,55,75,1,90,False,Lickitung,60,75,30,Normal,,349
614,411,55,80,3,40,False,Beldum,35,60,30,Steel,Psychic,614
137,733,35,40,6,38,False,Scatterbug,27,25,35,Bug,,137
189,83,120,130,1,80,False,Golem,55,65,45,Rock,Ground,83
277,451,120,79,4,80,False,Luxray,95,79,70,Electric,,451
565,616,140,55,5,105,False,"Darmanitan Standard Mode",30,55,95,Fire,,616
500,698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,698
266,690,123,75,5,100,False,Braviary,57,75,80,Normal,Flying,690
91,57,80,50,1,35,False,Dugtrio,50,70,120,Ground,,57
444,604,45,59,5,30,False,Venipede,30,39,57,Bug,Poison,444
252,413,135,130,3,80,False,Metagross,95,90,70,Steel,Psychic,413
675,233,185,115,2,80,False,"Mega Heracross",40,105,75,Bug,Fighting,233
490,63,105,60,1,65,False,,60,70,95,Fighting,,63
524,771,65,65,6,95,False,Sylveon,110,130,60,Fairy,,524
537,300,55,30,3,40,False,Taillow,30,30,85,Normal,Flying,537
576,520,50,95,4,85,False,Togekiss,120,115,80,Fairy,Flying,576
2,101,50,45,1,45,False,Haunter,115,55,95,Ghost,Poison,101
610,5,52,43,1,39,False,Charmander,60,50,65,Fire,,610
21,504,61,40,4,48,False,Croagunk,61,40,50,Poison,Fighting,21
260,480,55,42,4,49,False,Glameow,42,37,85,Normal,,480
776,436,58,44,4,44,False,Chimchar,58,44,61,Fire,,436
391,747,48,76,6,74,False,"Meowstic Male",83,81,104,Psychic,,747
534,741,65,48,6,66,False,Skiddo,62,57,52,Grass,,534
262,546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,546
768,680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,768
41,662,80,95,5,60,False,Klang,70,85,50,Steel,,662
85,719,61,65,6,56,False,Chespin,48,45,38,Grass,,85
51,358,45,65,3,80,False,Grumpig,90,110,80,Psychic,,358
169,541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,541
26,19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,26
731,203,35,40,2,35,False,Hoppip,35,55,50,Grass,Flying,731
592,251,60,60,2,90,False,Phanpy,40,40,40,Ground,,592
780,43,41,40,1,38,False,Vulpix,50,65,65,Fire,,43
41,17,35,30,1,40,False,Weedle,20,20,50,Bug,Poison,17
604,653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,604
501,332,90,140,3,60,False,Lairon,50,50,40,Steel,Rock,501
699,387,115,65,3,64,False,Banette,83,63,65,Ghost,,699
169,205,55,70,2,75,False,Jumpluff,55,95,110,Grass,Flying,205
413,79,40,35,1,40,False,Tentacool,50,100,70,Water,Poison,79
366,44,76,75,1,73,False,Ninetales,81,100,100,Fire,,44
213,297,40,50,3,40,False,Seedot,30,30,30,Grass,,213
745,267,84,70,2,70,False,Pupitar,65,70,51,Rock,Ground,745
112,508,69,76,4,69,False,Lumineon,69,86,91,Water,,508
642,16,45,50,1,60,False,Butterfree,90,80,70,Bug,Flying,16
77,290,35,55,3,50,False,Silcoon,25,25,15,Bug,,77
743,591,60,86,5,103,False,Audino,60,86,50,Normal,,591
796,87,75,110,1,95,False,Slowbro,100,80,30,Water,Psychic,796
759,217,72,48,2,48,False,Unown,72,48,48,Psychic,,759
94,564,55,39,5,45,False,Patrat,35,39,42,Normal,,94
198,189,30,15,2,90,False,Igglybuff,40,20,15,Normal,Fairy,198
272,290,35,55,3,50,False,Silcoon,25,25,15,Bug,,272
7,438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,438
